question,choices,subject,answer
ایک آاسوٹوپ تیار ہونے کے بعد تین آدھی زندگی،,آاسوٹوپ کا 25٪ باقی ہے۔|آاسوٹوپ کا 25 فیصد سڑ گیا۔|آاسوٹوپ کا 12.5% ​​باقی ہے۔|آاسوٹوپ کا 12.5 فیصد سڑ گیا۔,high_school_chemistry,2
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
سوالات کا جواب دینے کے لیے درج ذیل اقتباس پڑھیں۔
1848 جرمن اور اسی طرح یورپی تاریخ کا فیصلہ کن سال تھا: اس نے جرمنی کے ماضی کو دوبارہ بیان کیا اور جرمنی کے مستقبل کو متاثر کیا۔ … خیالات کی طاقت پر لامحدود اعتماد سے اتنا متاثر کبھی کوئی انقلاب نہیں آیا۔ کسی انقلاب نے اپنے نتیجے میں نظریات کی طاقت کو اتنا بدنام نہیں کیا۔ انقلاب کی کامیابی نے قدامت پسند خیالات کو بدنام کیا۔ انقلاب کی ناکامی نے لبرل خیالات کو بدنام کیا۔ اس کے بعد، قوت کے تصور کے سوا کچھ باقی نہیں رہا، اور یہ خیال اس وقت سے جرمن تاریخ کے سر پر کھڑا ہے۔ 1521 کے بعد پہلی بار، جرمن عوام نے جرمن سٹیج کے مرکز میں قدم رکھا تاکہ وہ ایک بار پھر اپنا اشارہ کھو سکیں۔ جرمن تاریخ اپنے اہم موڑ پر پہنچی اور پلٹنے میں ناکام رہی۔ یہ 1848 کا مقدر تھا۔
اے جے پی ٹیلر، جرمن تاریخ کا کورس، 1945
اس اقتباس میں ٹیلر کے تجزیہ کا موضوع ہے۔",جرمن تاریخ کے تناظر میں صنعتی انقلاب|1848 کے انقلابات کی ناکامی|جرمنی میں نازی پارٹی کا عروج|جدید جرمن تاریخ میں 1848 کے انقلابات کی اہمیت,high_school_european_history,3
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
آرٹیکل I: ایک حصے کے لیے جرمنی، آسٹریا ہنگری، بلغاریہ اور ترکی اور دوسرے حصے کے لیے روس، اعلان کرتے ہیں کہ ان کے درمیان جنگ کی حالت ختم ہو گئی ہے۔ وہ اب سے ایک دوسرے کے ساتھ امن اور دوستی کے ساتھ رہنے کا عزم رکھتے ہیں۔ …
آرٹیکل III: معاہدہ کرنے والے فریقین کے ذریعہ طے شدہ لائن کے مغرب میں واقع علاقے، جو پہلے روس سے تعلق رکھتے تھے، اب روسی خودمختاری کے تابع نہیں رہیں گے۔ امن کے اس معاہدے کے ایک لازمی حصے کے طور پر پیش کیے گئے نقشے پر متفق ہونے والی لائن کا پتہ لگایا گیا ہے۔ لائن کا درست تعین روس-جرمن کمیشن کے ذریعے کیا جائے گا۔
بریسٹ لیتوسک کا معاہدہ، 14 مارچ 1918
معاہدے کی شق III کا نتیجہ تھا۔",جرمن سلطنت کے مغربی حصے کا روسی سلطنت کے حوالے کرنا|جرمن سلطنت کے مشرقی حصے کا روسی سلطنت کے حوالے کرنا|روسی سلطنت کے مغربی حصے کا جرمن سلطنت کے حوالے کرنا|روسی سلطنت کے مشرقی حصے کا جرمن سلطنت کے حوالے کرنا,high_school_european_history,3
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
""اطالوی قوم آخرکار ہمارے اپنے دنوں میں متحد رہی ہے، اور ہم سب اس کے اتحاد میں خوش ہیں، پھر بھی ہمیں یہ شک کرنے کی اجازت دی جا سکتی ہے کہ یہ اتحاد تھوڑا بہت تیز اور تھوڑا بہت مکمل نہیں تھا۔ یہ یقیناً اتحاد کو لے کر جا رہا ہے۔ آزاد وجود کے تمام نشانات کو مٹانے کے لیے، زیادہ تر مقاصد کے لیے، سسلی جیسی سرزمین کے نام کو مٹانے کے لیے، یہ ہمارے جذبات پر جار ہے، جب کہ آئرلینڈ کم از کم اپنے خود مختار کے شاہی انداز کا حصہ ہے۔ ، سسلی اب ایک جغرافیائی اظہار نہیں ہے راجر کا جزیرہ مین لینڈ پر بادشاہی کے سات صوبوں میں ڈوب گیا ہے اور اطالوی اتحاد کا ایک اور نتیجہ ہے جس میں ہم خرابیوں کے بغیر خوش ہوسکتے ہیں۔ اس کے بارے میں کچھ دکھ ہے کہ آخر کار یورپ کی تاریخ کا وہ عظیم مرحلہ ختم ہو گیا جس کے ساتھ ہم ماضی کے ساتھ اس قدر ٹوٹ گئے تھے کہ جب اٹلی کی فوج نے روم کو آزاد کرایا تھا۔ سب سے بڑا وہ وقت تھا جب روم تسلیم شدہ میٹس اور باؤنڈز کے ساتھ ایک تسلط کا مرکز بن گیا، جو کہ ایک مقامی اطالوی بادشاہت کا مختصر حصہ تھا۔ ""روم اٹلی کا دارالحکومت"" ایک ایسا فارمولا تھا جو ہمارے دلوں کو خوش کر سکتا ہے۔ لیکن یہ ایک ایسا فارمولہ تھا جس نے باضابطہ طور پر روم کی ""کومینیکل پوزیشن، ""کومینیکل روایات"" کو ختم کر دیا۔
لیکن اٹلی کی بادشاہی روم کے لیے ایک ضمیمہ نہیں ہے؛ روم سلطنت کا سربراہ ہے۔ سارا اپنے حصے سے بڑا ہے۔ روم، اپنی آزاد مرضی اور اٹلی کی آزاد مرضی سے، اٹلی سے کم تر ہو گیا ہے۔ ایک اطالوی بادشاہت کی رضامند سربراہ بن کر اس نے اپنی شاہی روایات کو باضابطہ طور پر ایک طرف کر دیا ہے کیونکہ جب اسے وحشیانہ طاقت نے فرانسیسی محکمہ کا سربراہ بنا دیا تھا تو انہیں ایک طرف نہیں رکھا گیا تھا۔""
ایڈورڈ اے فری مین، برطانوی مورخ اور سیاست دان، دی چیف پیریڈس آف یورپین ہسٹری، 1885
مصنف نے انیسویں صدی کی کس بڑی یورپی سیاسی تحریک کے نتائج کے بارے میں تلخ جذبات کا اظہار کیا ہے؟",رومانویت|سوشلزم|قدامت پسندی|قوم پرستی,high_school_european_history,3
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
""تمام غلاموں کو اکٹھا کرنے اور G کے ساتھ الگ الگ نشان لگانے کے بعد، شہنشاہ کا پانچواں حصہ اور پھر Cortés کو اس سے پہلے کہ ہمیں اس کا علم ہوتا، کاٹ لیا گیا؛ اور اس کے علاوہ، گزشتہ رات، بہترین ہندوستانی خواتین نے خفیہ طور پر الگ کر دیا گیا، تاکہ جب ہمارے سپاہیوں کے درمیان تقسیم کی بات آئی تو ہمیں بوڑھی اور بدصورت عورتوں کے سوا کوئی باقی نہ ملا۔… ایک اور سپاہی نے کورٹیس سے پوچھا کہ کیا اس نے میکسیکو میں سونے کی جو تقسیم کی تھی وہ کافی نہیں تھی، کیونکہ پہلے تو اس نے محض 300,000 پیسو کی بات کی تھی لیکن جب ہم شہر سے پیچھے ہٹنے پر مجبور ہوئے تو اس کا تخمینہ 700,000 پیسو تھا اور اب وہ اس غریب سپاہی کو محروم کرنے جا رہا تھا جس نے بہت سی مشکلات جھیلیں تھیں۔ ان گنت زخموں سے، اس چھوٹے سے معاوضے کے، اور یہاں تک کہ اسے ایک خوبصورت ہندوستانی خاتون کو ساتھی کے لیے اجازت نہ دینا۔
[بعد میں]، جب کورٹیس کو معلوم ہوا کہ مردوں کے درمیان سونے کی بہت سی سلاخیں باقی ہیں، اور اس کے نتیجے میں بھاری جوا، (کیونکہ، پرانی کہاوت کے مطابق، سونا اور محبت زیادہ دیر تک چھپے نہیں رہ سکتے،) اس نے اس کے تحت، ظاہر کیا۔ سخت سزا کی دھمکیاں، کہ ہر کوئی وہ سونا لے آئے جو اس نے ہمارے اعتکاف کی رات حاصل کیا تھا، جس میں سے ایک تہائی اسے واپس کیا جانا تھا۔ لیکن یہ کہ جس نے یہ ادا کرنے سے انکار کیا، اس سے پوری رقم لے لی جائے۔ ہمارے بہت سے مردوں نے اس کی تعمیل کرنے سے صاف انکار کر دیا۔ اس کے باوجود کورٹیس قرض کے بہانے اس کا بہت بڑا سودا کرنے میں کامیاب رہا اور…""
Conquistador Bernal Diaz del Castillo کی یادداشتیں، 1568
Cortés کی مہم سے واپسی پر، مندرجہ ذیل میں سے کون سی یادداشت میں بیان کردہ اعمال کا نتیجہ تھا؟",ایک غیر مرکزی سیاسی ریاست|ایک مضبوط زرعی شعبہ|مہنگائی کی بڑھتی ہوئی شرح|یہودیوں اور مسلمانوں کے لیے کم برداشت,high_school_european_history,2
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
درج ذیل اقتباس پڑھیں۔
سب سے اعلیٰ قسم کی اعلیٰ ترین ذہانت کی صلاحیتیں کبھی نہیں تھیں، جو کسی انسان کو اس سے زیادہ عطا کی گئی تھیں۔ نپولین کی ذہانت حیران کن ہے۔ انسانی علم کی تمام شاخیں اس کے بہت بڑے دماغ سے یکساں مانوس معلوم ہوتی تھیں۔ سینٹ ہیلینا میں ان کی گفتگو، ان لوگوں کی بے شمار اور بڑی یادگاروں میں بکھری ہوئی ہے جنہوں نے انہیں اکٹھا کیا، شدید دلچسپی سے بھرے ہوئے ہیں۔ اپنی قید اور موت کی طویل اذیت کے دوران، اس نے اپنے شاندار کیریئر کے واقعات، اور ان تمام مضامین یا اخلاقیات، سیاست اور مذہب پر کامل آزادی کے ساتھ گفتگو کی، جن کا ہماری نسل کی فلاح و بہبود سے بہت گہرا تعلق ہے۔ کوئی ذہن ایسا نہیں ہے جو ان گہرے خیالات سے آشنا نہ ہو، جس کا اظہار احساس کی اتنی چمک اور ڈکشن کی توانائی سے ہوا ہو۔
-جان ایس سی ایبٹ، مورخ، سینٹ ہیلینا میں نپولین، 1855
نپولین نے ان علاقوں میں انقلاب فرانس کو ایک بین الاقوامی تحریک بنانے میں مدد کی جن کو اس نے فتح کیا تھا۔",فرانسیسی فرانک پر مبنی ایک عالمگیر کرنسی نافذ کرکے|گوریلا مزاحمت کو وحشیانہ دبانے سے|جاگیرداری اور جاگیرداری کو ختم کرکے|فرانسیسی کو عالمی زبان کے طور پر استعمال کرنے کی حوصلہ افزائی کرکے,high_school_european_history,2
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
نپولین بوناپارٹ کی ڈائری میں درج ذیل اندراجات ہیں۔
پیرس کی یادداشت مختصر ہے۔ اگر میں مزید کچھ نہیں کرتا رہا تو میں کھو گیا ہوں۔ اس عظیم بابل میں ایک شہرت تیزی سے دوسرے کی جگہ لے لیتی ہے۔ تین بار تھیٹر میں دیکھے جانے کے بعد مجھے دوبارہ نہیں دیکھا جائے گا۔ اس لیے میں زیادہ کثرت سے نہیں جاؤں گا۔ (ڈائری، 1798)
اگر پریس پر لگام نہ لگائی گئی تو میں تین دن بھی اقتدار میں نہیں رہوں گا۔ (ڈائری، 1799)
جنرل کی موجودگی ضروری ہے۔ وہ سربراہ ہے، وہ پوری فوج میں سب کا ہے۔ یہ رومی فوج نہیں تھی جس نے گال کو فتح کیا تھا، یہ سیزر تھا، یہ کارتھیجینین نہیں تھا جس نے رومی جمہوریہ کی فوجوں کو روم کے دروازے پر کانپ دیا تھا، یہ ہنیبل تھا۔ (ڈائری، 1801)
میری طاقت میری ساکھ سے نکلتی ہے، اور میری شہرت ان فتوحات سے ہوتی ہے جو میں نے حاصل کی ہیں۔ میری طاقت گر جائے گی اگر میں اس کی حمایت زیادہ شان اور زیادہ فتوحات کے ساتھ نہ کروں۔ فتح نے مجھے وہ بنا دیا جو میں ہوں۔ صرف فتح ہی مجھے برقرار رکھ سکتی ہے۔ (ڈائری، 1802)
فرانس میں انقلاب ختم ہو چکا ہے اور اب فرانس میں صرف ایک پارٹی ہے اور میں اخبارات کو کبھی بھی اپنے مفادات کے خلاف بات کرنے کی اجازت نہیں دوں گا۔ وہ ان میں تھوڑا سا زہر ڈال کر چند چھوٹے مضامین شائع کر سکتے ہیں، لیکن ایک اچھے دن میں ان کا منہ ہمیشہ کے لیے بند کر دوں گا۔ (ڈائری، 1805)
1802 سے نپولین کا داخلہ اس بات کی نشاندہی کرتا ہے کہ اس کی زیادہ تر یورپ کی فتح مندرجہ ذیل میں سے کس کی وجہ سے تھی؟",نپولین کو خوف تھا کہ اگر اس نے فوجی فتوحات حاصل کرنے کا سلسلہ جاری نہ رکھا تو وہ اقتدار سے محروم ہو جائے گا۔|نپولین کا عقیدہ کہ اسے پریس کو فتح کرنے کے لیے پورے یورپ کو فتح کرنا ہوگا۔|نپولین کا یہ اعتماد کہ وہ یورپ کا سب سے بڑا لیڈر ہو گا۔|نپولین نے اپنے سپاہیوں اور ان کی اجتماعی کوششوں کی تعریف کی۔,high_school_european_history,0
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
ذیل میں دستاویزات پڑھیں۔
ماخذ 1
اگر پھر مشینوں کے استعمال سے، روئی کی تیاری، ایک آرٹیکل جسے ہم درآمد کرتے ہیں، اور دوسرے ممالک سے فراہم کیا جاتا ہے، اور جو ہر جگہ مساوی شرائط پر خریدا جا سکتا ہے، اتنی حیرت انگیز کامیابی سے ہمکنار ہو گیا ہے، تو اس سے زیادہ فائدہ معقول نہیں ہو سکتا۔ اون کی تیاری، ہمارے اپنے جزیرے کی پیداوار، تمام ممالک میں ایک آرٹیکل ان ڈیمانڈ، بنی نوع انسان کے تقریباً عالمگیر لباس کی کاشت سے توقع؟
وولنز کی تیاری میں، اسکرائبلنگ مل، اسپننگ فریم، اور فلائی شٹل نے دستی مشقت کو تقریباً ایک تہائی کم کر دیا ہے، اور ان میں سے ہر ایک نے اپنے پہلے تعارف میں کام کرنے والے لوگوں کے لیے ایک الارم پہنچایا، پھر بھی ہر ایک نے آگے بڑھنے میں اپنا حصہ ڈالا ہے۔ اجرت اور تجارت کو بڑھانا، تاکہ اگر اب ہمیں ان کے استعمال سے محروم کرنے کی کوشش کی گئی تو کوئی شک نہیں، لیکن کاروبار سے وابستہ ہر شخص ان کے دفاع کے لیے پوری کوشش کرے گا۔
لیڈز کے کلاتھ مرچنٹس کا بیان، 1791
ماخذ 2
آؤ، اعلیٰ شہرت کے فصلی لڑکے،
جو بھوری رنگ کی اچھی شراب پینا پسند کرتے ہیں،
اور ہر ایک متکبر ظالم کو مار ڈالو
ہیچیٹ، پائیک، اور بندوق کے ساتھ!
اوہ، فصلی لڑکے میرے لیے،
میرے لیے بہادر لڑکے،
جو ہوس بھرے جھٹکے سے،
قینچ کے فریم ٹوٹ گئے،
فصلی لڑکے میرے لیے!
اگرچہ خصوصی ابھی بھی آگے بڑھ رہے ہیں،
اور سپاہی رات کو ہمارے اردگرد پرنس کرتے ہیں۔
فصل کاٹنے والے لڑکے اب بھی رقص کی قیادت کرتے ہیں،
ہیچیٹ، پائیک، اور بندوق کے ساتھ!
اوہ، فصلی لڑکے میرے لیے،
میرے لیے بہادر لڑکے،
جس نے ہوس کا نشانہ بنایا
قینچ کے فریم ٹوٹ گئے،
فصلی لڑکے میرے لیے!
-لڈائٹ گانا، دی کرپر کا گانا، سی۔ 1812
ماخذ 2 صنعت کاری کی وجہ سے درج ذیل میں سے کس تبدیلی سے سب سے زیادہ متاثر ہوا؟",نئے صنعتی شہروں میں بہت سے زرعی کارکنوں کی نقل و حرکت نے شہری کاری میں اضافہ کیا۔|صنعت کاری آبادی میں نمایاں اضافہ کو فروغ دے رہی تھی، کیونکہ اس کا اطلاق بہت سے شعبوں پر ہوتا تھا۔|پارلیمنٹ نے اپنے مفادات کے لیے صنعت کاری کی حمایت کی۔|سماجی اقتصادی تبدیلیوں نے محنت کی تقسیم کو جنم دیا جس کی وجہ سے خود شعور طبقات کی ترقی ہوئی۔,high_school_european_history,3
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
درج ذیل اقتباس پڑھیں۔
اب میں نے تمام سوالوں سے بالاتر ہو کر فیصلہ کر لیا تھا کہ آسمانوں میں مشتری کے گرد تین ستارے موجود ہیں جیسا کہ زہرہ اور عطارد سورج کے گرد گھوم رہے ہیں اور اس کے بعد آنے والے ایسے ہی مواقع کے مشاہدات سے یہ دن کی روشنی سے زیادہ صاف ہو گیا۔ اور نہ ہی ایسے صرف تین ستارے تھے۔ چار آوارہ گرد مشتری کے بارے میں اپنے چکر مکمل کرتے ہیں، اور ان کی تبدیلیوں کے بارے میں جیسا کہ بعد میں مزید واضح طور پر دیکھا گیا ہے، ہم یہاں تفصیل دیں گے۔ اس کے علاوہ میں نے دوربین کے ذریعے ان کے درمیان فاصلوں کی پیمائش کی۔ . . .
ایسے چار طبی سیاروں کے بارے میں مشاہدات ہیں جو حال ہی میں میں نے پہلی بار دریافت کیے ہیں، اور اگرچہ اس اعداد و شمار سے ان کے ادوار کو ابھی تک عددی شکل میں دوبارہ تشکیل نہیں دیا گیا ہے، لیکن کم از کم یہ جائز ہے کہ ثبوت میں کچھ حقائق قابل توجہ ہوں۔ سب سے بڑھ کر، چونکہ وہ کبھی کبھی مشتری کی پیروی کرتے ہیں اور کبھی ایک ہی وقفوں سے اس سے پہلے آتے ہیں، اور وہ مشتری کے مشرق یا مغرب میں بہت ہی محدود فاصلے کے اندر رہتے ہیں، اس سیارے کے ساتھ اس کی پسماندگی اور براہ راست دونوں حرکتوں میں مستقل طور پر اس کے ساتھ رہتے ہیں، اس لیے کوئی شک نہیں کر سکتا۔ کہ وہ مشتری کے بارے میں اپنے چکروں کو مکمل کرتے ہیں اور ایک ہی وقت میں کائنات کے مرکز کے بارے میں ایک بارہ سال کی مدت پر اثر انداز ہوتے ہیں۔
گیلیلیو گیلیلی، 1610
مندرجہ بالا مشاہدات سے جو نتیجہ اخذ کیا گیا ہے وہ وقت کے ساتھ ساتھ سب سے زیادہ انقلابی تھا؟",چار چھوٹے ستارے تھے جو مشتری کے گرد گھومتے نظر آتے تھے۔|زمین کائنات کا مرکز نہیں ہے۔|آسمان صرف خدا کے بجائے ایک دوسرے کے گرد گھومنے والے جسموں کے زیر قبضہ ہیں۔|زمین ایک لامحدود کائنات یا یہاں تک کہ ملٹی کائنات میں صرف ایک چھوٹا سیارہ ہے۔,high_school_european_history,3
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
Perestroika [ریسٹرکچرنگ] ایک فوری ضرورت ہے جو ہمارے سوشلسٹ معاشرے میں ترقی کے گہرے عمل سے پیدا ہوتی ہے۔ یہ معاشرہ تبدیلی کے لیے تیار ہے۔ یہ بہت عرصے سے اس کے لیے تڑپ رہا ہے۔ perestroika کے آغاز میں کسی بھی طرح کی تاخیر مستقبل قریب میں داخلی صورت حال کو مزید خراب کرنے کا باعث بن سکتی تھی، جو کہ دو ٹوک الفاظ میں، سنگین سماجی، معاشی اور سیاسی بحرانوں سے بھری پڑی ہوتی۔
میخائل گورباچوف، پیریسٹروکا: ہمارے ملک اور دنیا کے لیے نئی سوچ، 1987
حوالہ سے، کوئی اندازہ لگا سکتا ہے کہ گورباچوف نے یہ دلیل دی تھی۔",سوویت معاشرے پر پیرسٹروائیکا کی ضرورت اچانک پیدا ہو گئی تھی۔|perestroika کی ضرورت کو بڑھا چڑھا کر پیش کیا گیا تھا۔|perestroika کی ضرورت بہت طویل تھی۔|perestroika کا وقت گزر چکا تھا۔,high_school_european_history,2
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
""یورپ کو ایک تماشہ ستا رہا ہے - کمیونزم کا تماشہ۔ پرانے یورپ کی تمام طاقتیں اس تماشے کو ختم کرنے کے لیے ایک مقدس اتحاد میں شامل ہو چکی ہیں؛ پوپ اور زار، میٹرنیچ اور گیزوٹ، فرانسیسی بنیاد پرست اور جرمن پولیس کے جاسوس۔
اس حقیقت سے دو باتیں نکلتی ہیں۔
I. کمیونزم کو تمام یورپی طاقتیں پہلے ہی اپنے آپ میں ایک طاقت تسلیم کر چکی ہیں۔
II اب وقت آگیا ہے کہ کمیونسٹ کھلے عام، پوری دنیا کے سامنے، اپنے خیالات، اپنے مقاصد، اپنے رجحانات کو شائع کریں، اور کمیونزم کے سپیکٹر کی اس نرسری کہانی کو پارٹی کے ہی منشور کے ساتھ پورا کریں۔""
کارل مارکس اور فریڈرک اینگلز، دی کمیونسٹ مینی فیسٹو، 1848
جدید مورخین کے نزدیک اس پمفلٹ کی اشاعت کو مندرجہ ذیل میں سے کن واقعات سے ہم آہنگ کرنے کے لیے یاد کیا جاتا ہے؟",انقلابات کا ایک سلسلہ جس نے اسی سال یورپ کو اپنی لپیٹ میں لے لیا۔|یونانی جزیرہ نما پر سلطنت عثمانیہ کا بڑھتا ہوا دباؤ|زیر زمین پمفلٹ کی تقسیم کا نیا نظام|یہود دشمنی کا ایک طاقتور یورپی قوت کے طور پر دوبارہ ابھرنا,high_school_european_history,0
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
آرٹیکل I: ایک حصے کے لیے جرمنی، آسٹریا ہنگری، بلغاریہ اور ترکی اور دوسرے حصے کے لیے روس، اعلان کرتے ہیں کہ ان کے درمیان جنگ کی حالت ختم ہو گئی ہے۔ وہ اب سے ایک دوسرے کے ساتھ امن اور دوستی کے ساتھ رہنے کا عزم رکھتے ہیں۔ …
آرٹیکل III: معاہدہ کرنے والے فریقین کے ذریعہ طے شدہ لائن کے مغرب میں واقع علاقے، جو پہلے روس سے تعلق رکھتے تھے، اب روسی خودمختاری کے تابع نہیں رہیں گے۔ امن کے اس معاہدے کے ایک لازمی حصے کے طور پر پیش کیے گئے نقشے پر متفق ہونے والی لائن کا پتہ لگایا گیا ہے۔ لائن کا درست تعین روس-جرمن کمیشن کے ذریعے کیا جائے گا۔
بریسٹ لیتوسک کا معاہدہ، 14 مارچ 1918
Brest-Litovsk کے معاہدے کو بہترین نتیجہ کے طور پر بیان کیا جا سکتا ہے",بالشویکوں کو اپنے انقلابی فوائد کو مستحکم کرنے کے لیے روسی جنگی کوششوں کو ختم کرنے کی ضرورت ہے۔|بالشویک رہنماؤں کی طرف سے بدعنوانی اور روسی کاروباری مفادات کے ساتھ تعاون|ٹرپل انٹینٹ کا ٹوٹنا|فرانسیسی اور برطانوی امداد ان نام نہاد سفید فام روسیوں کو دی جا رہی ہے جو بالشویک حکومت کی مخالفت کرتے تھے۔,high_school_european_history,0
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
1889 کی پیرس نمائش کا درج ذیل اکاؤنٹ۔
""پیرس میں نمائش کے دوران انسان کی قدرتی تاریخ کا مطالعہ کرنے کے مواقع، اور خاص طور پر اگست میں، جب عظیم کانگریس اور فرانسیسی ایسوسی ایشن نے اپنے اجلاس منعقد کیے، بشریات کی تاریخ میں بے مثال تھے۔ ماہر بشریات کے لیے دی میوزی اور لیبارٹوئیر بروکا، پیالیس ڈی جسٹس میں برٹیلن کے اینتھروپومیٹرک آپریشنز، ایکول ڈی اینتھروپولوجی میں لیکچرز کے کورسز، جارڈین ڈی پلانٹس میں مجموعے، ایکولز ڈی میڈیسن میں اصل کام کی سہولیات۔ ، اور ہسپتال تقابلی اناٹومسٹ اور ماہر حیاتیات کو وافر روزگار دیتے ہیں۔""
اوٹس ٹی میسن، امریکی ماہر نسلیات اور کیوریٹر، 1889
بنیادی طور پر اس حوالے میں بیان کردہ فیلڈ کی پیدائش کب ہوئی تھی۔",سائنسی معاشروں کو ایسے اراکین کو اپنی طرف متوجہ کرنے کے نئے طریقوں کی ضرورت تھی جو قدرتی دنیا کے مطالعہ میں کم دلچسپی رکھتے تھے۔|فرانسیسی کالونیوں میں انسانی حقوق کو وسعت دینے میں اچانک دلچسپی پیدا ہوئی۔|دنیا کے بڑے حصوں میں یورپی تسلط کے اچانک پھیلنے کے نتیجے میں سائنسی اصولوں کو دوسری ثقافتوں پر لاگو کیا گیا۔|افریقہ اور ایشیا سے تارکین وطن کی ایک بڑی آمد یورپ پہنچی۔,high_school_european_history,2
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
ایک طویل عرصے تک، تعلیم یافتہ جرمنوں نے اس کا مثبت جواب دیا، ابتدائی طور پر ایک خصوصی جرمن مشن کا دعویٰ کرتے ہوئے، پھر 1945 کے خاتمے کے بعد، مغرب سے جرمنی کے انحراف پر تنقید کر کے۔ آج، منفی نقطہ نظر غالب ہے. جرمنی، اب کی مروجہ رائے کے مطابق، عظیم یورپی اقوام سے اس حد تک مختلف نہیں تھا جو ""منفرد جرمن راستے"" کے بارے میں بات کرنے کا جواز فراہم کرے۔ اور، کسی بھی صورت میں، زمین پر کسی بھی ملک نے کبھی ایسا نہیں کیا جسے ""عام راستہ"" کہا جا سکتا ہے۔
Heinrich August Winkler، Germany: The Long Road West, Volume 1, 2006
اس عبارت سے کوئی اندازہ لگا سکتا ہے۔",تاریخ میں ایک منفرد جرمن راستے کا تصور جرمنی میں عام رائے عامہ کبھی نہیں رہا۔|ونکلر جرمن تاریخ کے بارے میں مارکسی نقطہ نظر کی وکالت کرتا ہے۔|تاریخ میں ایک منفرد جرمن راستے کے وجود کے بارے میں جرمنی میں طویل عرصے سے بحث جاری ہے۔|تاریخ میں ایک منفرد جرمن راستے کے سوال کا جواب ہمیشہ کے لیے دیا گیا ہے۔,high_school_european_history,2
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
درج ذیل سرکاری ضابطے کو پڑھیں۔
پریس قانون
جب تک یہ حکم نامہ نافذ رہے گا کوئی بھی اشاعت جو روزمرہ کے شماروں کی شکل میں ظاہر نہ ہو، یا ایک سیریل کے طور پر جس میں مطبوعہ مواد کے بیس شیٹس سے زیادہ نہ ہو، یونین کی کسی بھی ریاست میں پریس کے لیے نہیں جائے گا، اس کی سابقہ ​​معلومات اور منظوری کے بغیر۔ ریاستی حکام وہ تحریریں جن کا تعلق مذکورہ بالا طبقوں میں سے کسی ایک سے نہیں ہے ان کے ساتھ ان قوانین کے مطابق برتا جائے گا جو اب نافذ العمل ہیں، یا جنہیں یونین کی انفرادی ریاستوں میں نافذ کیا جا سکتا ہے۔ . . . یونین کی ہر ریاست ذمہ دار ہے، نہ صرف اس ریاست کے لیے جس کے خلاف براہ راست جرم کا ارتکاب کیا گیا ہے، بلکہ پوری کنفیڈریشن کے لیے، اس کی نگرانی میں شائع ہونے والی ہر اشاعت کے لیے جس میں دوسری ریاستوں کی عزت یا سلامتی کی خلاف ورزی کی گئی ہو یا ان کے آئین یا انتظامیہ کے لیے۔ حملہ کیا . . .
کارلسباد کی قراردادیں جو جرمنی کی ریاستوں نے منظور کیں، 1819
انیسویں صدی کی مندرجہ ذیل شخصیات میں سے کون سی ان آزادی پسندوں کی مخالفت کرنے کا امکان کم سے کم ہوگا جو اوپر کے فرمانوں میں بیان کیے گئے ہیں؟",پوپ Pius IX|کلیمینز وان میٹرنیچ|جیوسیپ مازینی|ولیم فریڈرک آئی,high_school_european_history,2
بقایا معیشتوں کو معاشی طور پر آگے بڑھنے سے روکنے کا بنیادی عنصر کی کمی ہے۔,ایک کرنسی|ایک اچھی طرح سے منسلک نقل و حمل کا بنیادی ڈھانچہ۔|حکومتی سرگرمی|ایک بینکنگ سروس.,high_school_geography,1
متبادل زرخیزی کے حصول کے بعد بھی آبادی کے بڑھتے رہنے کے رجحان کو کہا جاتا ہے۔,صفر آبادی میں اضافہ|تیز رفتار ترقی کی شرح.|homeostatic سطح مرتفع.|آبادیاتی رفتار,high_school_geography,3
فاصلے کے ساتھ ہجرت کے کم ہونے کے رجحان کو کہا جاتا ہے۔,دھکا عوامل.|کھینچنے والے عوامل|فاصلے کی خرابی.|ہجرت کا انتخاب,high_school_geography,2
کس زون میں کم آمدنی والی کچی بستیاں، نسلی یہودی بستیاں، اور شہری شکل کے برجیس کے مرکزی زون ماڈل میں عام بگاڑ شامل ہے؟,پہلا|دوسرا|تیسرے|چوتھا,high_school_geography,0
