question,choices,subject,answer
نیش توازن میں،,سپلائی وکر ڈیمانڈ وکر کو کاٹتا ہے۔|کسی بھی فریق کو اپنی حکمت عملی سے ہٹنے کی ترغیب نہیں ہے۔|معمولی آمدنی کا منحنی خطوط لاگت کے منحنی خطوط کو کاٹتا ہے۔|توازن غیر مستحکم ہے اور ہر فریق حکمت عملی کو تبدیل کرنا چاہے گا۔,high_school_microeconomics,1
فزکس کے طلباء ٹینس بال کی رفتار کی پیمائش کرکے حرکیات کی مستقل سرعت کی مساوات کو چیک کر رہے ہیں جو گر کر 6 میٹر پر گرتی ہے اور پھر فوٹو گیٹ سے گزرتی ہے۔ پیش گوئی کی گئی رفتار فوٹو گیٹ کے ذریعے ماپی گئی رفتار سے 20% زیادہ ہے۔ مندرجہ ذیل میں سے کون سا بڑے فیصد فرق کی وجہ کو بہتر طور پر بیان کرتا ہے؟,گرتے وقت گیند اپنی شکل بدلتی ہے۔|جب گیند گرتی ہے تو کشش ثقل کی سرعت مختلف ہوتی ہے۔|ہوا کی مزاحمت گیند کی سرعت کو بڑھاتی ہے۔|گیندوں کی سرعت رفتار کے ساتھ مختلف ہوتی ہے۔,high_school_physics,3
عطارد زمینی سال کے تقریباً پانچویں حصے میں سورج کے گرد چکر لگاتا ہے۔ اگر 1 AU کو زمین سے سورج کے فاصلے کے طور پر بیان کیا جاتا ہے، تو عطارد اور سورج کے درمیان تقریباً فاصلہ کیا ہے؟,(1/25) اے یو|(1/9) اے یو|(1/5) اے یو|(1/3) اے یو,high_school_physics,3
Gravitron ایک کارنیول سواری ہے جو ایک بڑے سلنڈر کی طرح دکھائی دیتی ہے۔ لوگ سلنڈر کے اندر دیوار کے خلاف کھڑے ہو جاتے ہیں کیونکہ یہ گھومنا شروع ہوتا ہے۔ آخر کار، یہ اتنی تیزی سے گھوم رہا ہے کہ کسی کے گرے بغیر فرش کو ہٹایا جا سکتا ہے۔ یہ دیکھتے ہوئے کہ کسی شخص کے لباس اور دیوار کے درمیان رگڑ کا گتانک μ ہے، ٹینجینٹل رفتار v ہے، اور سواری کا رداس R ہے، اس سواری پر ایک شخص محفوظ طریقے سے جانے کے لیے کیا سب سے بڑا ماس ہو سکتا ہے؟,μv^2/(rg)|r^2v^2/(μg)|rg/(μv^2)|مندرجہ بالا میں سے کوئی بھی نہیں۔,high_school_physics,3
ایک مصنوعی سیٹلائٹ مسلسل رفتار کے ساتھ ایک دائرے میں ماحول کے بالکل اوپر زمین کے گرد چکر لگاتا ہے۔ ایک چھوٹا الکا اپنے مدار میں پوائنٹ P پر سیٹلائٹ سے ٹکراتا ہے، اس کی رفتار میں 1% اضافہ ہوتا ہے، لیکن سیٹلائٹ کی رفتار کی فوری سمت تبدیل نہیں ہوتی ہے۔ مندرجہ ذیل میں سے کون سی سیٹلائٹ کے نئے مدار کو بیان کرتا ہے؟,سیٹلائٹ اب ایک بیضوی شکل میں گردش کرتا ہے، P کے ساتھ زمین تک سب سے زیادہ دور ہے۔|سیٹلائٹ اب ایک بیضوی شکل میں گردش کرتا ہے، جس میں P زمین کے قریب ترین نقطہ نظر ہے۔|سیٹلائٹ اب بڑے رداس کے دائرے میں گردش کرتا ہے۔|سیٹلائٹ اب چھوٹے رداس کے دائرے میں گردش کرتا ہے۔,high_school_physics,1
قربت کا نتیجہ,کارنیا اور لینس کا بہت زیادہ گھماؤ|کارنیا اور لینس کا بہت کم گھماؤ|آئیرس اور لینس کا بہت زیادہ گھماؤ|ایرس اور لینس کا بہت کم گھماؤ,high_school_psychology,0
عظمت کے فریب سب سے زیادہ خصوصیت ہیں۔,او سی ڈی|شقاق دماغی۔|تبادلوں کی خرابی|غیر سماجی شخصیت کی خرابی,high_school_psychology,1
ابراہم مسلو نے یہ خیال پیش کیا کہ کچھ محرکات بقا کے لیے دوسروں کے مقابلے میں زیادہ ضروری ہیں۔ مندرجہ ذیل میں سے کون سا نقطہ نظر اس کا اظہار کرتا ہے؟,ہومیوسٹیٹک ریگولیشن|مقصد ترتیب|توقع کی قدر|ضروریات کا درجہ بندی,high_school_psychology,3
ٹیسٹ کی تعمیر اور تشخیص میں، موزونیت سے مراد وہ ڈگری ہے جس تک ٹیسٹ کیا جاتا ہے۔,پیمائش کرتا ہے جس کی پیمائش کرنے کا مقصد ہے۔|متواتر انتظامیہ پر مسلسل نتائج پیدا کرتا ہے۔|پائلٹ اور شماریاتی تجزیہ کیا گیا ہے۔|عام آبادی کے نمائندہ نمونے پر مبنی اصول شامل ہیں۔,high_school_psychology,0
Larry P. v. Riles میں قائم ہونے والی نظیر کے نتیجے میں,معذور طلباء کے لیے مفت، مناسب عوامی تعلیم کی فراہمی|انگریزی زبان سیکھنے والوں کے لیے دو لسانی تعلیم کی فراہمی|اسکولوں کو ایسے ٹیسٹ فراہم کرنے کے لیے ذمہ دار ٹھہرایا جا رہا ہے جو نسل کی بنیاد پر امتیازی سلوک نہیں کرتے|لڑکوں اور لڑکیوں کے لیے اتھلیٹک سرگرمیوں کے لیے یکساں فنڈنگ ​​کی تفویض,high_school_psychology,2
کلون آبادی کے خصائص کے لیے وراثت ہے۔,0%|25%|50%|75%,high_school_psychology,0
درج ذیل میں سے کون سا اعدادوشمار اس بارے میں سب سے زیادہ معلومات فراہم کرتا ہے کہ اسکور کی تقسیم کس طرح پھیلی ہوئی ہے؟,تغیر|مطلب|رینج|اوسط,high_school_psychology,0
نیشنل ایسوسی ایشن آف سکول سائیکالوجسٹس (NASP) کے ذریعہ شائع کردہ پوزیشن سٹیٹمنٹ سپرویژن ان سکول سائیکالوجی کے مطابق، مندرجہ ذیل میں سے کون سا سکول ماہر نفسیات کے بارے میں سب سے زیادہ درست ہے جو کسی سکول ڈسٹرکٹ میں نگرانی کریں گے؟,انہیں صرف اسکول کے ماہرین نفسیات کو نگرانی فراہم کرنے کی ضرورت ہے جو مکمل طور پر تصدیق شدہ یا لائسنس یافتہ نہیں ہیں اور کسی بھی اسکول کے نفسیاتی انٹرن کو۔|انہیں پیشہ ورانہ نہیں بلکہ انتظامی نگرانی فراہم کرنی چاہیے۔|وہ اسکول کے ماہر نفسیات کے ایک سال کے تجربے کے بعد بطور سپروائزر خدمات انجام دینے کے اہل ہیں۔|ان کے پاس قومی سطح پر تصدیق شدہ اسکول کے ماہر نفسیات کی سند یا ریاستی اسکول کے ماہر نفسیات کی سند ہونی چاہیے۔,high_school_psychology,3
ڈین نے 30 الفاظ کی فہرست صرف ایک بار پڑھی۔ اگر وہ عام ہے اور سیریل پوزیشن کا اثر دکھاتا ہے، تو ہم توقع کریں گے کہ وہ الفاظ جو اسے دو دن بعد یاد ہیں,فہرست کے آغاز میں|فہرست کے وسط میں|فہرست کے آخر میں|پوری فہرست میں تقسیم کیا گیا ہے۔,high_school_psychology,0
کس ترقیاتی مرحلے کے نظریہ نے وضاحت کی کہ کس طرح بچپن، بچپن، جوانی، جوانی، اور بڑھاپے کے تجربات بعد میں شخصیت کی خصوصیات کو متاثر کرتے ہیں؟,Piaget کا علمی ترقی کا نظریہ|ایرکسن کا نفسیاتی اسٹیج کا نظریہ|کوہلبرگ کا اخلاقی ترقی کا نظریہ|آئنس ورتھ کا سماجی منسلک نظریہ,high_school_psychology,1
کالج بورڈ کی طرف سے مئی میں دیا جانے والا اے پی سائیکالوجی امتحان درج ذیل میں سے کس قسم کے ٹیسٹ کی مثال دیتا ہے؟,اہلیت|پروجیکٹو|کامیابی|ذہانت,high_school_psychology,2
گہرائی کو سمجھنے کی ہماری صلاحیت کا انحصار بنیادی طور پر دیگر ادراک کی صلاحیتوں پر ہے؟,قربت اور مماثلت|اوپر سے نیچے کی پروسیسنگ اور نیچے سے اوپر کی پروسیسنگ|دوربین اور مونوکیولر اشارے|سائز اور شکل کی مستقل مزاجی,high_school_psychology,2
ایک شخص جو بڑی چوٹوں کو برداشت کرتا ہے جس میں میڈولا اوبلونگاٹا کی تباہی شامل ہوتی ہے۔,مفلوج ہونا|کوما میں گرنا|شدید تقریر کی خرابی کا سامنا کرنا پڑتا ہے|مرنا,high_school_psychology,3
درج ذیل میں سے کون سی شرائط IQ ٹیسٹ پر لاگو ہوتی ہیں؟,کامیابی|معیاری|پروجیکٹو|triarchic,high_school_psychology,1
کون سی کلاسیکی کنڈیشنگ کی اصطلاح درج ذیل منظر نامے کو بہترین انداز میں بیان کرتی ہے: بعد میں اپنے کلاسیکی کنڈیشننگ تجربات میں، ایوان پاولوف کے کتوں نے جب بھی گھنٹی جیسی کوئی آواز سنی، جیسے دروازے کی گھنٹی یا کوئی شخص غلطی سے پانی کے گلاس کو ٹپکتا ہے تو وہ تھوک چھوڑنے لگے۔,امتیاز|اچانک بحالی|ٹریس کنڈیشنگ|عام کرنا,high_school_psychology,3
سال پہلی بار پیٹونیا سے ملتا ہے۔ وہ سبکدوش اور مضحکہ خیز ہے۔ وہ اس رائے کے ساتھ چلا جاتا ہے کہ پیٹونیا ایک تفریحی شخص ہے، جبکہ حقیقت میں پیٹونیا عارضی طور پر خوش ہے کیونکہ اس نے ابھی لاٹری جیتی ہے۔ سال کی رائے کہ پیٹونیا مضحکہ خیز ہے اس کی بہترین وضاحت کی گئی ہے۔,محض نمائش کا اثر۔|خود کی خدمت کا تعصب.|مساوات|بنیادی انتساب کی غلطی۔,high_school_psychology,3
درج ذیل میں سے سبھی سزا کے علاوہ مثالیں ہیں۔,ماضی کے کرفیو سے باہر رہنے پر ایک نوجوان کو گراؤنڈ کرنا|بدتمیزی کے لیے بچے کو مارنا|تیسری بار DWI ڈرائیور کے ڈرائیونگ مراعات کو مستقل طور پر منسوخ کرنا|متوقع اضافہ نہ ملنے پر باس کی فون کال واپس کرنے سے انکار,high_school_psychology,3
جب یونیورسل اسکریننگ کے اعداد و شمار سے پتہ چلتا ہے کہ بہت کم طلباء اسکول کی قابلیت کو کامیابی سے پورا کر رہے ہیں تو مندرجہ ذیل میں سے کون سا کرنا ضروری ہے؟,بنیادی پروگرام کی ترسیل میں تبدیلیاں کی جانی چاہئیں۔|وہ طلباء جو قابلیت کو پورا نہیں کر رہے ہیں انہیں حکمت عملی یا اضافی ہدایات دی جانی چاہئیں۔|طلباء کو قابلیت پیدا کرنے کے لیے زیادہ وقت دینا چاہیے۔|وہ طلبا جو قابلیت کو پورا نہیں کر رہے ہیں ان کا سیکھنے کی معذوری کے لیے جائزہ لیا جانا چاہیے۔,high_school_psychology,0
انسانوں کے لیے زہریلے مادے اکثر چکھتے ہیں۔,کھٹے|میٹھا|نمکین|تلخ,high_school_psychology,3
تمام سرکاری ادارے سوائے درج ذیل تمام اخلاقی رہنما خطوط کو سبسکرائب کرتے ہیں۔,انسانوں کو غیر ضروری دھوکے سے بچنا|انسانوں اور دوسرے جانوروں کو غیر ضروری تکلیف سے بچنا|کمپیوٹر دستیاب ہونے پر جانوروں کے استعمال سے گریز کریں۔|رازداری کی حفاظت,high_school_psychology,2
درج ذیل قسم کے ٹیسٹوں میں سے کون سا کامیابی کا امتحان ہونے کا زیادہ امکان ہے؟,ایک IQ ٹیسٹ|نصابی کتاب کے ایک باب پر کلاس روم کا امتحان|لاء اسکول کے لیے داخلہ کا امتحان|بگ فائیو شخصیت کی خصوصیات پر مبنی شخصیت کا امتحان,high_school_psychology,1
جینی ٹائپ XXY والا جنین غالباً ہوگا۔,اسقاط حمل کے نتیجے میں.|ایک بالغ کے طور پر بانجھ پن کا شکار.|رنگ اندھے ہو.|ایک اداس بالغ میں بڑھو.,high_school_psychology,1
"سوسن پہلی جماعت کی طالبہ ہے جسے اسکول کے ماہر نفسیات کے پاس بھیجا جاتا ہے کیونکہ وہ اپنی میز پر بیٹھی نہیں رہے گی۔ اس کے استاد نے اطلاع دی ہے کہ سوسن ""ہمیشہ اٹھ کر کمرے میں گھومتی رہتی ہے۔"" کون سا مشاہداتی ڈیٹا ریفرل تشویش سے سب سے کم متعلقہ ہے؟",تعدد|دورانیہ|شدت|ہم مرتبہ کا موازنہ,high_school_psychology,2
ایک نفسیاتی نظریہ کو ثابت کرنے کے لیے،,آپ کو ایک تجربہ چلانے کی ضرورت ہے۔|آپ کو شماریاتی لحاظ سے اہم نتائج تلاش کرنے کی ضرورت ہے۔|آپ کو اپنے نتائج کو نقل کرنا ہوگا۔|نظریہ ثابت کرنا ناممکن ہے۔,high_school_psychology,3
تحقیق سے پتہ چلتا ہے کہ درج ذیل میں سے کون سے عوامل کسی شخص کے جنسی رجحان کو زیادہ متاثر کرتے ہیں؟,والدین کا انداز|مردانہ / نسائی شخصیت کی خصوصیات|رحم میں جاری ہارمونز|والدین کا جنسی رجحان,high_school_psychology,2
مندرجہ ذیل میں سے کون سا عام طور پر 18 اور 70 سال کے درمیان صحت مند بالغوں میں عمر کے ساتھ بڑھتا ہے؟,سیال انٹیلی جنس|کرسٹلائزڈ انٹیلی جنس|جی|رفتار,high_school_psychology,1
بائیں دماغی نصف کرہ مندرجہ ذیل میں سے کس کام کے لیے مخصوص ہے؟,زبانی، ریاضیاتی، اور جذباتی تاثرات کو پہچاننا|ریاضیاتی، مقامی اور موسیقی|زبانی، تجزیاتی اور ریاضیاتی|ریاضیاتی، مقامی اور تجزیاتی,high_school_psychology,2
ایک پارک میں دوڑنے والے اپنی رفتار تیز کرتے ہوئے پائے گئے جب ایک اور رنر نظر آیا۔ یہ تلاش کے رجحان کی وضاحت کرتا ہے,سماجی سہولت.|مطابقت|الگ الگ|اصول,high_school_psychology,0
ایک محقق 20 10 سالہ، 20 20 سالہ، اور 20 30 سالہ شرکاء کی عمر اور مسئلہ حل کرنے کے مطالعے کے لیے مسئلہ حل کرنے کی مہارتوں کی جانچ کرتا ہے۔ یہ محقق کون سا تحقیقی طریقہ استعمال کر رہا ہے؟,طول بلد|مرحلہ|ترقیاتی|کراس سیکشنل,high_school_psychology,3
بیسی بمشکل ایک گھڑے سے پانی کے ایک گھونٹ میں مٹھاس کا پتہ لگا سکی جس میں ایک چوتھائی چائے کے چمچ پانی کو آدھا گیلن پانی میں ملایا گیا تھا۔ ذائقہ کے لئے، یہ بیسی ہے,مطلق حد|فرق کی حد|subliminal محرک|ڈسٹل محرک,high_school_psychology,0
تفویض کردہ نشست کے کام کے وقت کے دوران، مریم، جو پہلی جماعت کی طالبہ ہے، بعض اوقات اپنی نشست چھوڑ کر بلاک جمع کرنے کے ساتھ کھیلنے کی کوشش کرتی ہے۔ جب وہ اپنی سیٹ چھوڑتی ہے تو وہ اپنی سیٹ کا کام مکمل کرنے میں ناکام رہتی ہے۔ مندرجہ ذیل میں سے کون سی طرز عمل مداخلت کی حکمت عملی سب سے زیادہ مؤثر طریقے سے اس طویل مدتی امکان کو بڑھا دے گی کہ مریم اپنی نشست کا کام مکمل کر لے گی؟,مریم کو اپنی نشست کا کام شروع کرنے سے پہلے مخصوص مدت کے لیے اساتذہ کی منتخب کردہ کتاب سے پڑھنے کی اجازت دینا|مریم کو بعد میں بلاکس کے ساتھ کھیلنے کی اجازت دینا اگر وہ سیٹ کام کے مقررہ وقت کے دوران اپنی سیٹ پر رہتی ہے۔|مریم کو سبق کے مقاصد کے لحاظ سے نشست کے کام کو مکمل کرنے کی اہمیت کی وضاحت کرنا|سیٹ کے کام کے مقررہ وقت کے دوران کلاس روم سے بلاکس کو ہٹانا,high_school_psychology,1
مندرجہ ذیل میں سے کون سے سب سے زیادہ براہ راست اس بات کا تعین کرنے میں مدد کرنے کے لیے ڈیزائن کیے گئے ہیں کہ آیا کسی مطالعے کے نتائج موقع کے عمل کے نتائج کی بجائے واقعی قابل نقل رجحان کی عکاسی کرتے ہیں؟,تخمینی اعدادوشمار|وضاحتی اعداد و شمار|معیاری انحراف|خارجی متغیرات,high_school_psychology,0
کسی گروپ اور اس کے ارکان کے بارے میں غیر منصفانہ اور عام طور پر منفی رویہ کہلاتا ہے۔,تعصب|نسل پرستی|گروپ میں تعصب|امتیاز,high_school_psychology,0
کیلون کو کتوں کا خوف اتنا زیادہ تھا کہ وہ اپنے ان دوستوں سے بھی نہیں جا سکتا تھا جن کے پاس کتے تھے یا جو کسی ایسے محلے میں رہتے تھے جہاں کتے بہت تھے۔ ایک بار جب اس نے مدد طلب کی، تو اس نے پہلے اپنے مشیر کو کتے کے ساتھ کھیلتے ہوئے دیکھ کر اور پھر تھوڑی دیر کے بعد، خود ایک کتے کو چھونے اور پالنے کے ذریعے اس خوف پر قابو پانے کے لیے کام کیا۔ کیلون کو اپنے خوف پر قابو پانے میں مدد کرنے کے لیے استعمال ہونے والا طریقہ کے نام سے جانا جاتا ہے۔,انسداد منتقلی|ہم مرتبہ کونسلر اتحاد|عقلی جذباتی تھراپی|منظم غیر حساسیت,high_school_psychology,3
مسٹر گورڈن کو اپنے دائیں فرنٹل لاب کے پچھلے حصے کو نقصان پہنچا۔ نتیجے کے طور پر، وہ کرنے سے قاصر ہے,وہ جو سنتا ہے اسے سمجھتا ہے۔|وہ معلومات کو سمجھتا ہے جو وہ پڑھتا ہے۔|سمجھداری سے بات کریں|اس کے بائیں ہاتھ کو منتقل کریں,high_school_psychology,3
ایک دوئبرووی خرابی کی شکایت کے جنونی مرحلے کے دوران، افراد کو تجربہ کرنے کا زیادہ امکان ہوتا ہے۔,اعلی خود اعتمادی|ظلم و ستم کے فریب|بے قابو غم اور مایوسی۔|بصری فریب نظر,high_school_psychology,0
کوہلبرگ کے مطابق، اخلاقی ترقی کی تیسری (مابعد روایتی) سطح پر، افراد,ثواب حاصل کرنے کے لیے قوانین پر عمل کریں۔|سزا سے بچنے کے لیے قوانین پر عمل کریں۔|اس بات کی وضاحت کریں کہ کیا صحیح ہے جو انہوں نے دوسروں سے سیکھا ہے، خاص طور پر اتھارٹی کے اعداد و شمار سے|خود متعین اصول جو زمانے کے غالب اخلاق سے مماثل ہو سکتے ہیں یا نہیں۔,high_school_psychology,3
علم، انفارمیشن پروسیسنگ، اور ان کے تعامل کے کردار کس تناظر میں سب سے زیادہ مرکزی ہیں؟,نفسیاتی|علمی|سلوک کرنے والا|ارتقائی,high_school_psychology,1
مندرجہ ذیل میں سے کونسا بنیادی طور پر ایک کیمیائی احساس ہے؟,چھوئے۔|اولین مقصد|ذائقہ|سماعت,high_school_psychology,2
ایک 7 سالہ طالبہ ایک سال قبل ایک غیر انگریزی بولنے والے ملک سے امریکہ پہنچی تھی، جہاں اس نے پڑھنے میں اعلیٰ نمبر حاصل کیے تھے۔ ایک سال کے دوران، وہ سماجی انگریزی میں روانی بن گئی ہے. یک لسانی انگریزی دوسری جماعت میں چند مہینوں کے بعد، اس کی ٹیچر اسے جانچ کے لیے بھیجتی ہے کیونکہ اسے کلاس میں استعمال ہونے والے بیسل ریڈر کے ساتھ بہت دشواری ہوتی ہے۔ طالب علم کو دو انگریزی کی مہارت کے ٹیسٹ سے پتہ چلتا ہے کہ وہ بولنے اور سننے میں یک لسانی انگریزی گریڈ کے ساتھیوں کے لیے اوسط سے اوپر لیکن پڑھنے اور لکھنے میں اوسط سے بہت نیچے کارکردگی کا مظاہرہ کرتی ہے۔ وہ اپنی مادری زبان میں پڑھنے کے امتحانات میں گریڈ کے ساتھیوں کے اوسط سے بھی اوپر اچھی کارکردگی کا مظاہرہ کرتی ہے۔ صرف اس معلومات کی بنیاد پر، درج ذیل میں سے کون سی سب سے درست تشریح ہے؟,گھریلو ماحول میں طالب علم کی مادری زبان کا مسلسل استعمال اس کی انگریزی کی ترقی میں مداخلت کر رہا ہے۔|طالب علم کی پڑھنے میں دشواری اس بات کا ابتدائی اشارہ ہے کہ اس کے تعلیمی مسائل میں اضافہ ہوگا کیونکہ اس کے کورس ورک کو مزید پڑھنے کی ضرورت ہے۔|طالب علم کی انگریزی سماجی زبان کی مہارتوں اور پڑھنے کی مہارتوں کے درمیان تفاوت کی توقع اس امیر سیاق و سباق کے پیش نظر کی جاتی ہے جس میں سماجی مہارتیں حاصل کی جاتی ہیں۔|طالب علم کی مادری زبان پڑھنے کی مہارت اور انگریزی پڑھنے کی مہارت کے درمیان فرق انگریزی کی زیادہ پیچیدگی سے متعلق ہے۔,high_school_psychology,2
لمبک نظام ایک اہم کردار ادا کرتا ہے۔,توازن برقرار رکھنا.|جذبات کو منظم کرنا.|حوصلہ افزائی کی نگرانی.|حسی معلومات کی پروسیسنگ.,high_school_psychology,1
وجہ کو ظاہر کرنے کے لیے، ایک محقق کو ضروری ہے۔,جس طرح سے ایک شریک کسی صورت حال کے کسی پہلو پر ردعمل ظاہر کرتا ہے۔|منحصر اور آزاد متغیرات کو فعال کریں۔|ایک مفروضہ تیار کریں جو متغیر کے درمیان تعلق کی پیشن گوئی کرے۔|ظاہر کریں کہ ایک متغیر کی ہیرا پھیری ہمیشہ دوسرے میں پیشین گوئی شدہ تبدیلیوں کا باعث بنتی ہے۔,high_school_psychology,3
ایک خاص خوراک کے لیے خاصیت کے اظہار کو روک سکتا ہے۔,Tay-Sachs سنڈروم|PKU (فینیلکیٹونوریا)|ہنٹنگٹن کی بیماری|ڈاؤن سنڈروم,high_school_psychology,1
مندرجہ ذیل میں سے کون سی ایک مضمر میموری کی مثال ہے؟,آپ کی آخری سالگرہ کی تقریب میں کیک کا ذائقہ بیان کرنا|ٹائی باندھنے کا طریقہ یاد رکھنا|آپ کے جونیئر ہائی اسکول شاپ ٹیچر کا نام یاد کرنا|ایک مشہور شخصیت کو پہچاننا,high_school_psychology,1
"2,000 تصادفی طور پر منتخب کردہ مطالعہ کے شرکاء کے جوابات جمع کرنے اور ان کا تجزیہ کرنے کے بعد، عدیل نے پایا کہ کالج کے جونیئر جو ہفتے میں 15 گھنٹے ملازمتوں کی ادائیگی پر کام کرتے ہیں، ان جونیئرز کے مقابلے میں اعلیٰ درجات حاصل کرتے ہیں جن کے پاس تنخواہ والی ملازمت نہیں ہے یا جو کل وقتی کام کرتے ہیں۔ عدیل نے مندرجہ ذیل میں سے کون سا تحقیقی طریقہ استعمال کیا؟",تجرباتی|قدرتی مشاہدہ|کیس کا مطالعہ|سروے,high_school_psychology,3
Nat کا معالج اسے آرام کرنے، آنکھیں بند کرنے اور آہستہ سانس لینے کے لیے کہتا ہے جب بھی اسے کسی بند جگہ میں ہونے سے وابستہ خوف محسوس ہونے لگتا ہے۔ معالج ایک ایسی تکنیک کا استعمال کر رہا ہے جو مرکزی ہے۔,شخص پر مبنی تھراپی|نفسیاتی تجزیہ|عقلی جذباتی تھراپی|منظم غیر حساسیت,high_school_psychology,3
مخصوص قسم کے سیکھنے کے لیے خصوصی حساسیت کے ادوار جو مستقبل کی ترقی کی صلاحیت کو تشکیل دیتے ہیں۔,پختگی کے ادوار|نازک ادوار|بنیادی ترقی کے ادوار|ثانوی ترقی کے ادوار,high_school_psychology,1
دماغ کے جن علاقوں کو نقصان پہنچا ہے ان کو ہونا کہا جاتا ہے۔,دماغی زخم|نصف کرہ|دماغی لابس|cortical adhesions,high_school_psychology,0
مندرجہ ذیل میں سے کون سا کلاسیکی طرز عمل کے نقطہ نظر کا بہترین خلاصہ کرتا ہے؟,برتاؤ بیرونی محرکات کے کنٹرول میں ہے جو یا تو اعمال کو تقویت دیتا ہے یا سزا دیتا ہے، اس طرح ان طرز عمل کے ہونے کے امکان کو متاثر کرتا ہے۔|رویے کو خود شناسی سے کنٹرول کیا جا سکتا ہے۔|رویہ مسابقتی محرکات کا نتیجہ ہے جو ذہنی واقعات کے نتیجے میں ہوتا ہے جو کسی کے شعور سے باہر ہوتے ہیں۔|رویہ اندرونی ڈرائیوز اور حوصلہ افزائی سے متاثر ہوتا ہے۔,high_school_psychology,0
چھٹی جماعت کے ایک استاد کو تشویش ہے کیونکہ کیری، کلاس میں ایک طالب علم، ہم جماعت کے ساتھ دشمنی کرتا رہا ہے۔ درج ذیل میں سے کون سی اساتذہ کی حکمت عملی کیری کو ہم جماعتوں کے ساتھ زیادہ تعاون کرنے کی ترغیب دینے کا زیادہ امکان ہے؟,مخالفانہ رویے کے نتیجے میں کیری کو کھیل یا چھٹی کی سرگرمیوں میں حصہ لینے سے روکنا|کیری کو رویے کے اصول یاد رکھنے اور اس بات کی مثالیں لکھیں کہ وہ کلاس روم میں کیسے لاگو ہوں گے۔|مخالفانہ رویے کے جواب میں کیری سے توجہ یا منظوری روکنا|کیری کو مخالفانہ رویوں کے لیے مناسب متبادل رویے سکھانے کے لیے سماجی مہارت کی تربیت کا نفاذ,high_school_psychology,3
ڈینیل ایک چھوٹا بچہ ہے جو تقریر کی ترقی کے معاملے میں اپنے ساتھیوں سے پیچھے ہے۔ وہ لوگوں سے آنکھ ملانے سے گریز کرتا ہے اور معمولات میں تبدیلی کی مزاحمت کرتا ہے۔ ڈینیل کی تشخیص ہونے کا سب سے زیادہ امکان ہے۔,ڈاؤن سنڈروم۔|برانن الکحل سنڈروم.|ذہنی مندتا۔|آٹزم,high_school_psychology,3
گارسیا اور کوئلنگ کی سیکھی ہوئی نفرت کے بارے میں تحقیق نے ثابت کیا کہ درج ذیل میں سے کون سا UCS اور CS جوڑا سب سے زیادہ طاقتور اور سب سے زیادہ تیزی سے سیکھا جاتا ہے؟,ایک کام انجام دینا اور کھانے کا انعام وصول کرنا|متلی اور کھانا یا پینا|تحریک اور جھٹکا|سزائیں اور انعامات,high_school_psychology,1
اندرونی کان میں کون سا ڈھانچہ پایا جاتا ہے؟,ہتھوڑا|بیسلر جھلی|tympanic جھلی|پینا,high_school_psychology,1
سائیکوجینک بھولنے کی بیماری کس قسم کی نفسیاتی خرابی کا اشارہ ہے؟,شیزوفرینک|بے چینی|مزاج|جدا کرنے والا,high_school_psychology,3
اگرچہ ایک شخص نے خوف میں دیکھا کہ اس کی بیوی اور بچے سڑک عبور کرتے ہوئے ایک تیز رفتار ٹرک کی زد میں آ کر ہلاک ہو گئے، لیکن اسے اس واقعہ کی کوئی یاد نہیں ہے اور جب لوگ اسے کہتے ہیں کہ اسے یاد رکھنا چاہیے تو وہ پریشان ہو جاتا ہے۔ آدمی غالباً اس میں مبتلا ہے۔,دہشت زدہ ہونے کا عارضہ|پوسٹ ٹرامیٹک تناؤ کی خرابی|dissociative بھولنے کی بیماری|دو قطبی عارضہ,high_school_psychology,2
مشیل ڈیوڈ لیٹر مین کو ٹیلی ویژن پر دیکھتی ہے، لیکن جب وہ مین ہٹن میں اس کے پاس سے گزرتی ہے تو اسے پہچان نہیں پاتی۔ ادراک پر کون سا اثر یہ سب سے بہتر بیان کرتا ہے؟,ہم آہنگی|خیال، سیاق|قربت|بندش,high_school_psychology,1
